series,time_idx,carbon_Yield,open_Yield,high_Yield,low_Yield,volume_Yield,stoxx_Yield,gas_Yield,oil_Yield,coal_Yield,baseload_Yield,pos_Yield,neg_Yield,trends_Yield,pos_s_Yield,neg_s_Yield,trends_s_Yield
0,14,-3.12525435,1.448461013,1.125715452,-1.251506204,21.30205437,-0.815725695,-6.171623986,0.844645151,-0.074101522,0.22805027,-30.95530625,107.0628136,11.77830357,46.64128766,37.3804788,40.35487938
0,15,0.507842764,-4.831572971,-3.208207487,-0.903620606,-30.33073904,0.889553679,-4.429101671,0.053672065,0.296077196,0.075901332,0,0,0,-28.48511528,-62.7336459,-26.15317288
0,16,-0.149097985,0.841604006,-0.207684394,-1.7397051,-73.33132223,-1.262549263,-0.018485997,-0.179019024,0.07388253,-0.208867445,0,0,0,14.45154459,-62.38608673,-41.8945612
0,17,1.950416438,1.190136035,1.444813575,2.041820134,55.25652299,0.0747105,7.392307801,-0.502964955,0.147601503,0.17092398,0,0,0,-44.1033806,70.15474446,39.62994612
0,18,-2.940078136,0.56039079,-0.234466696,0.030161364,26.3814591,-1.910085716,-9.14542991,0.628311914,0,0,0,0,0,48.26140214,-39.01396146,-15.89215377
0,19,-0.301841461,-2.411189888,-1.478005031,-0.939258534,-80.01193001,1.335873678,-9.692955237,0.83757061,-3.2986499,-7.05527755,61.2352084,50.60344782,0,-81.31788666,91.53305654,21.47513654
0,20,6.183308118,0.300842586,5.051872409,1.330530666,51.72565141,1.219375567,0.825768524,1.950681307,-0.305343749,0.061068704,0,0,0,61.3458504,-5.695701487,-4.287653228
0,21,6.757100291,5.436756667,7.418886194,5.208901257,91.24371626,0.247035699,-2.941695375,1.725370613,-2.555307442,-1.786311742,0,0,0,28.51656123,-6.823869387,-8.147190163
0,22,-0.42587235,7.162572302,1.098050248,5.140734548,-62.95743765,0.639451269,0.864346058,0.647913605,1.941808586,1.867678712,0,0,0,-65.99184863,-158.6927844,-42.16166222
0,23,2.476417383,-0.424629088,1.137551046,1.371911228,-24.5122458,0.024512808,1.106367616,0.846171913,2.206251526,4.706517367,0,0,0,45.32544137,150.7257093,59.17221216
0,24,1.061223885,4.650792659,2.613367045,3.336707812,66.49763036,0.415801015,9.762881379,2.035099427,2.672764891,7.670954563,-11.38767807,-162.1213411,-11.77830357,29.13260025,2.414350653,-23.81845555
0,25,-0.905217613,-2.571496797,-2.639077291,-2.353049741,-2.409755158,-0.268850217,-6.575686171,0.871357753,0.511510067,-0.26985714,0,0,0,-27.63828606,2.200154013,-3.863241616
0,26,2.742003946,0.052083335,2.664117982,0.026451528,45.46423441,-0.195982424,-3.728412183,0.620106426,-0.878482956,-1.269052564,0,0,0,-15.09113682,10.22768246,8.016068537
0,27,-1.425686062,2.798282955,0.922124914,2.145555878,137.0693421,0.440421558,-7.540933395,-0.538293446,-0.960480232,-1.804172649,0,0,0,18.90818444,-54.45443859,-9.115251019
0,28,3.229342172,-2.278936163,0.470239698,-3.235847226,-51.23991882,0.681267842,0.940867156,2.087961261,-0.521028347,-1.196052382,0,0,0,-20.28056395,-2.043499349,-10.5217361
0,29,-1.173693084,3.985804911,0.933897178,6.043586541,-70.63574123,1.396603485,-7.570430607,1.383940008,-2.570058311,0,-68.658978,147.7662218,9.53101798,21.04046545,2.844807545,-15.61474637
0,30,-1.722870079,-0.824695415,-0.220399257,-1.598410284,42.47808974,-0.16752427,2.16494717,0.078957762,0.458365967,-7.940056257,0,0,0,-12.08302462,-41.35321041,-2.03653458
0,31,-1.883197663,-1.517096101,-2.809383024,-1.936793918,-36.54086239,-0.745285335,-1.613320876,1.550661504,-0.381825588,-0.571546769,0,0,0,-12.4445605,43.82287034,35.05317307
0,32,0.545385068,-0.947146464,-1.98631435,-0.444270952,-55.0882108,-0.77519768,5.196276649,-0.639278703,0.305577014,1.220767958,0,0,0,40.66659978,62.66089312,37.74014551
0,33,-2.385121582,-1.320407533,0.179879272,-1.318236859,52.55000347,0.751063494,-4.505057117,-1.60836012,0.608366895,-0.384966538,0,0,0,-3.546512118,11.35499072,-4.702003153
0,34,1.474486956,-1.682037028,-1.396092996,-2.363160453,-132.8850355,-0.556699973,-5.041856768,3.636764417,0,-1.658005436,68.38447879,-57.65198136,-9.53101798,-3.736261386,-14.35367194,-22.48801163
0,35,1.838715534,2.046241385,1.626891919,2.522269477,79.89930153,-0.608644606,1.56156352,0.199065987,-0.075843765,0.082525278,0,0,0,-35.14360426,6.628820171,31.84040018
0,36,1.224192794,0.621280797,1.525194792,2.227263561,-187.8373942,0.56008913,1.27078934,2.522601855,-0.303951602,0.760147471,0,0,0,1.242891128,-14.48273786,-29.69661137
0,37,-2.255927507,2.748964139,0.478168773,0.103600113,114.5132304,-0.243131654,-2.18494024,-0.23894874,0.152091284,-0.389624198,0,0,0,36.7911747,-3.106781163,-17.35460383
0,38,-2.547072182,-4.624507525,-3.682338818,-2.835579847,139.3089404,-1.86737613,-1.248767476,-1.127746709,0.530505223,0.16423736,0,0,0,-2.439299477,-69.1858529,5.299469166
0,39,-0.399734043,0.341252464,0.104139556,-0.320085629,-50.63211116,1.940377715,2.800331664,-3.75949373,-1.14026321,-14.2154546,-21.37050023,-11.04097304,4.879016417,-0.773185605,76.43238106,0.039245108
0,40,3.257445875,-2.413590175,0.777608895,-0.723960797,22.08938316,0.267217455,-1.007008387,-1.566611674,1.14026321,0.377626127,0,0,0,-43.10233479,-182.0592212,-42.31474928
0,41,-2.274310548,3.870431758,0.051626227,0.88413168,-20.23404237,0.048508369,-4.338637576,2.161478801,-0.682596507,-0.875434433,0,0,0,9.023191047,180.9927982,83.58079213
0,42,1.80798846,-2.008675857,-0.051626227,-1.234583582,-25.86945356,-0.267087691,2.645791574,4.082823767,-0.763945656,-0.023767083,0,0,0,-11.51761741,-60.11068985,-30.37436054
0,43,2.183212436,1.698277263,1.841955377,3.005945165,-21.13090937,-0.903657389,3.503071559,3.850585915,0.076657727,2.070175083,0,0,0,29.50915164,46.67634019,10.76213364
0,44,0.279081749,2.960910532,0.78273345,1.327625904,61.04047535,2.327942178,-2.082132781,-1.627942929,0.382409644,-2.308157108,45.00648456,-50.87616395,-2.409755158,-26.04742626,-50.28429794,-14.73228702
0,45,3.754325314,-0.479012639,3.314673971,1.870171068,-66.47988256,0.787875629,5.724091869,-1.06070529,0.760459939,2.424503835,0,0,0,79.15863233,47.19380651,-16.81911724
0,46,2.148543722,3.452472533,2.451456576,3.565128903,154.9279021,0.284968134,4.814434914,0.561218428,-0.30349037,3.338979284,0,0,0,-8.972151851,5.854387082,27.5980023
0,47,0.950803455,2.531170445,2.114243657,1.265531614,21.19998966,0.520341761,3.695621166,2.515947439,0,2.136262814,0,0,0,-78.25924921,-41.81803687,-7.368726206
0,48,2.153137239,0.356421905,0.463822724,1.201937547,-113.2256265,-0.283487079,1.955844658,-0.590567075,0.379219264,1.029469173,0,0,0,61.41557941,56.17474336,-11.55028297
0,49,-1.070773732,0.661940951,0.989993121,1.35281522,101.0998683,0,-4.764345347,-0.492397809,0.453172981,2.134391686,-3.309368843,83.3207898,17.82482314,26.58570739,-40.89740968,-13.423449
0,50,-1.818446613,0.141276218,-1.639948983,-1.185690912,37.94262082,0.894965936,-2.776090519,-0.713924501,-0.075386359,-1.007619202,0,0,0,-43.926201,49.7515448,53.28299499
0,51,3.235921258,-0.40080214,1.065564866,0.428470068,-81.48538144,-0.375851981,2.510779728,-0.571890993,1.867816721,3.180929764,0,0,0,-46.10082258,-134.4869468,-61.38209415
0,52,-1.394074622,2.357994158,1.531983775,1.133691878,50.4099141,0.493016611,-1.471926664,-7.193838172,0.810914875,0.041736228,0,0,0,20.14624608,16.31351921,-14.77214854
0,53,-1.011178516,-2.192763387,-3.2986499,-2.32844922,-118.4295169,-0.279077584,-3.219088592,1.956090849,0.512633858,-1.386576837,0,0,0,46.66021331,113.6258999,31.32004416
0,54,2.035396035,-0.710062155,1.651392337,1.171001552,-92.36708392,-1.731634746,5.923154056,0.139372845,0.073019353,-0.551549977,-21.65480325,15.66015309,-39.53127366,-92.58907882,-54.87707675,15.7466621
0,55,-3.295966896,2.161738315,-0.555171447,-1.002873735,107.9920156,-0.143472048,2.034702229,-6.109865864,0,0.86837356,0,0,0,51.43807705,-12.53784558,3.061189934
0,56,0.42990274,-2.733440682,-2.537133974,-1.328682429,-3.195159981,0,1.657496509,5.78435988,0,-1.487174212,0,0,0,26.51817403,7.853404593,-17.56924146
0,57,-3.024302101,-0.047789726,-0.19052161,-2.761516703,12.21026968,-0.095762516,-0.422387112,-3.894129248,0,0.661335744,0,0,0,-2.154415311,55.10663957,16.92315333
0,58,3.333642027,-2.737905724,0.523063485,1.587334916,-42.72524623,1.000961646,2.384052687,4.142229856,0,0.445529537,0,0,0,-17.95714457,-6.955588766,5.807877858
0,59,0.261003826,2.737905724,1.10837121,1.344270518,-70.64511462,0.284158373,-2.91455791,0.63296236,3.019639923,-0.148289403,23.69750305,-64.21093466,28.76820725,-30.97759407,-23.45439736,-22.83693416
0,60,0.47281412,0.238720572,0.444601177,1.541827701,111.0446746,0.730360179,2.521141935,-1.301133598,-0.853490245,-0.021202163,0,0,0,20.06241169,-152.4361059,-37.65276628
0,61,1.149033629,1.279335146,0.628420548,1.282677918,-96.14111672,-0.164454401,-2.947581813,-0.939856542,0.071403073,0.063593007,0,0,0,24.74862299,141.5025685,89.83342051
0,62,-0.186697837,0.96053216,0.139114328,0.376914463,-25.24139336,0.539337689,0.872253163,2.056147204,0.213903825,-0.446002651,0,0,0,-41.91029094,-22.92922121,-44.92087113
0,63,4.096213887,0.720179672,3.394016693,1.400910139,73.67376166,0.675914472,3.660213116,-3.323189812,0.142348778,0.995454583,-49.62799128,12.53059083,6.595796779,41.3815288,38.20927427,11.47371073
0,64,-0.833056715,3.45803336,0.156652152,1.769550942,-45.40183335,-0.116211518,-2.084053555,0.667198662,-2.156805388,-0.697898571,0,0,0,-14.10758149,-47.91884008,-10.82598812
0,65,-0.862857306,-1.28279018,-0.898478641,-0.456621798,22.01540125,0.487183425,-1.597343757,0.063311177,-2.353049741,0.40241503,0,0,0,38.32299066,17.29978894,-44.64199483
0,66,0.409650095,-0.567860697,-0.384311539,-0.36680463,-15.51491822,0.138760429,-0.722945951,-0.396354066,0.519481688,3.652616046,0,0,0,-9.091118012,43.33428787,22.74857651
0,67,1.867530932,0.74889718,1.840267373,1.209922305,90.92731592,-0.393655713,4.750893401,0.522856297,1.177349876,3.681151781,42.47721075,-6.411034729,2.10534092,3.040485393,-44.41401863,-11.06236573
0,68,-1.391717188,1.65923089,0.155538305,0.18136482,-42.9700079,0.069581355,-1.104983619,0.614417057,0.7288662,0.568016413,0,0,0,-28.87992979,38.11557588,47.70425579
0,69,-0.090456813,-1.320668328,-1.071438821,-0.659018406,1.716780362,0.231588802,0.574478396,4.469073812,0.434783294,-0.450230769,0,0,0,-21.26032432,-46.6909198,-31.16234859
0,70,0.788736483,-0.135287507,0.760119913,0.930450375,-44.895022,0.507615303,3.042442783,0.539246364,1.507025292,2.327039268,0,0,0,15.55739436,10.63722051,26.14919553
0,71,0.55959855,1.855423742,0.621671629,1.123102551,45.31965109,0.847948246,1.496974971,-0.254281791,1.974676293,1.879861681,0,0,0,40.74049358,-7.677903342,-19.33890577
0,72,-0.134018336,-0.555248511,0.287324764,-1.077935432,7.743174013,0.114038101,2.566965224,0.418473186,-0.139762427,0.056417491,10.13866245,14.33291281,55.96157879,-22.38266466,-9.233345535,17.39316167
0,73,1.221830151,-0.827467541,0.528286503,0.293090053,-67.37290947,-2.072851739,0.645776223,-0.718458412,0,0.281611,0,0,0,-22.82155757,-7.623142665,-6.073088623
0,74,2.24875757,1.736463935,2.89938094,1.961721402,61.31044729,0.765043722,0,-1.895575751,0,0.392927814,0,0,0,-21.55740382,14.75079761,-2.136696195
0,75,2.536638193,3.150037792,1.649783612,2.95802341,-16.74329443,0.667513124,1.949818051,0.122399036,0.418702635,1.70342945,0,0,0,28.46459469,58.5173698,14.90221424
0,76,-0.274001647,1.464838845,-0.294117859,-0.279000074,23.19714654,-0.16071637,-6.006777725,1.079776288,0,-0.073461895,0,0,0,-9.76015994,-61.24862193,-27.88075267
0,77,0.610207049,-0.126528908,1.254459269,1.831397012,-42.12134651,0.344076495,1.797625585,-0.69824206,-0.139372845,-1.854308648,-76.11045084,-16.64248429,-40.54651081,33.73428921,85.18469438,42.07112276
0,78,0.230487268,0.231847506,0.311171291,-1.167369725,-21.13090937,-0.183360125,5.939362798,1.16606152,0.208986492,0.243013485,0,0,0,-40.93439784,-77.69594753,-47.00670346
0,79,1.041025433,1.35914272,1.173698226,2.049728391,166.5206472,0.183360125,0.327928878,1.271615609,-0.139275789,-0.037348273,0,0,0,78.33962243,10.14227385,10.91914259
0,80,0.475256603,0.331744032,-0.410256986,-0.335219254,-88.75019034,-0.229252737,5.157517535,1.899490225,0.208841009,0.130657975,0,0,0,-193.1859575,-111.6675773,-32.14970151
0,81,1.635693798,0.557334501,2.396540366,1.147639096,95.60310605,-0.29881645,3.97919254,-1.929225581,0,1.884756457,0,0,0,130.0275771,146.8521888,23.17556915
0,82,1.189410252,2.057727693,1.018277741,2.843017944,-239.7895273,0.596742648,0,0.459907346,8.973136478,-3.331470275,56.72836402,-10.32858261,8.552217344,2.098342867,-68.31825648,11.92200759
0,83,-1.697696393,1.003218687,-0.019866892,-1.462548922,156.563529,-1.521818625,-1.118449185,1.934976818,-0.190900472,0.264600419,0,0,0,13.59298938,13.60591491,41.95923015
0,84,1.717734465,-1.549170907,-0.737863553,0.469532352,104.5484372,1.978440423,3.513183927,0.116076624,1.955281465,1.906956272,0,0,0,30.93641334,2.371631153,-70.58309471
0,85,0.996818461,1.289300696,1.962207441,1.21458983,-93.53591062,-0.136767744,0.887460443,-1.269626686,1.856488962,3.493805136,0,0,0,-37.15206392,58.73649362,25.44757619
0,86,1.02625728,1.233355598,1.228924078,0.401606965,-23.05236586,0.953469198,-1.652126985,0.278653843,1.158196427,-1.549859821,0,0,0,25.47873836,1.046569877,-3.593635515
0,87,3.45427493,1.802556643,3.186380414,3.156080491,5.566084711,0.248223077,4.502676285,0.058565155,1.563471415,1.011934909,31.12246132,55.06937957,4.800921919,-33.77145701,-69.95907715,6.353833451
0,88,1.56209067,1.694303141,1.287451312,0.77369825,29.56123281,-2.141311884,2.421649919,0.336085653,1.186253531,-1.102786192,0,0,0,56.58645817,35.30458469,-25.20788772
0,89,4.205372862,2.78632483,3.730078565,3.204369333,58.69964634,0.459454059,1.722357126,1.117005884,1.230604455,3.97379678,0,0,0,-8.246958708,38.72696005,53.67546698
0,90,-1.460933189,2.746922393,-0.969138956,0.446844907,-57.05448585,-0.137614701,0.239377732,-3.329485512,-0.174876174,0.226856393,0,0,0,-27.93142726,-76.06817598,-26.45173736
0,91,3.90180428,0.018061953,3.595534741,2.585639597,28.59322907,1.231767399,2.639687292,2.445613932,-0.350672481,-0.471740195,0,0,0,-34.95697047,79.38656713,41.31019261
0,92,-0.455342293,2.936415265,-0.19155426,1.366436219,11.56402473,-0.022673166,-2.177517256,1.085629827,-1.059456643,-0.561996562,-68.70957249,-51.75697482,-30.87354816,51.31072544,-92.95381551,-66.33307869
0,93,-5.83672103,-1.004679289,-0.401712181,-5.355148127,-17.88952958,0.271739298,-6.181527533,-1.085629827,0.118273225,0,0,0,0,-85.23854853,23.43865396,26.97888133
0,94,-6.515898402,-6.457395135,-6.395532873,-7.387612842,93.11058177,-1.61863787,-9.052733208,-3.028967616,-0.711746777,-6.493780244,0,0,0,68.94494368,87.98457472,28.35929775
0,95,5.899937519,-4.384210855,-0.242831912,2.582984726,-48.06483188,1.278848212,7.922957487,-2.352692563,0.888894742,-1.039019454,0,0,0,-56.56249622,-162.2650314,-70.59989314
0,96,-1.851904777,4.062454166,1.613985504,2.247724845,-39.59975818,0.655888363,0.399265882,2.02211375,0.529568757,0.45471848,0,0,0,82.996716,90.75511154,31.61061367
0,97,1.851904777,-1.048127747,-1.539205167,-0.65930043,-79.34166337,0.427399143,-0.559419664,2.995034836,0.351494211,0.865806274,20.14930639,29.61051452,12.01443118,-99.20506007,-4.372804977,11.44678445
0,98,0.783293822,3.037682861,1.410303575,2.744103872,48.06885293,-0.13477091,5.836870143,0.277149911,0.29197101,0.784024923,0,0,0,57.15664687,17.67247946,-0.668633331
0,99,0.72189115,0.592923731,1.753469584,0.697918517,5.406722127,-0.067453628,0.301932597,0.319953734,-0.116686128,1.127866259,0,0,0,-37.87714785,-48.35256705,-39.46980921
0,100,-3.433411065,-1.00260773,-1.993299973,-3.092439589,-72.80750616,0.29197101,-5.372393112,0.853037776,0.116686128,-0.682596507,0,0,0,26.95329107,24.40947124,51.65863605
0,101,-1.558173297,-2.570544106,-2.316994532,-1.563142418,38.79347787,0.648264258,-3.545494791,0.244446164,0,18.36473467,0,0,0,29.73789381,71.13836139,24.33295793
0,102,1.271448451,0.286779663,-0.911514097,2.143078317,63.86332715,-0.625840219,0,-0.446204411,8.331163565,0,21.34792461,-13.87373044,-3.846628083,-52.95148587,-59.53718241,-25.98423292
0,103,1.387723059,0.741800834,2.412480362,0.84453477,-159.9302691,0.826174176,4.966870585,1.332684337,2.751496329,1.57435426,0,0,0,48.92242956,-41.77170381,-27.40634536
0,104,-1.963650932,-0.474879798,-2.164790419,-1.696262722,119.4686119,0.244308839,-1.803846379,1.553703571,0.624351664,-1.358903269,0,0,0,-47.91018109,36.59409048,26.44079293
0,105,-2.357175466,0.626366288,1.135300746,-1.527943536,17.03760223,0.088691802,0.079802095,-0.056077388,4.165152588,-0.153846184,0,0,0,92.31327513,-9.636328927,-31.82716945
0,106,-0.513835123,-4.330852709,-2.283638724,-1.712166054,-71.48400052,0.24349763,0.047850707,0.810060296,0.743497849,-0.571297779,0,0,0,-32.39890036,14.68020723,29.47891073
0,107,2.928752867,-1.553197293,1.053145205,0.060222826,-225.1291799,0.309051019,2.736880483,-0.557959322,4.584638813,4.021481115,8.080858042,36.98638184,-19.41560144,-67.06641067,-27.19337518,-6.592990158
0,108,1.166919028,4.895260809,1.136375865,4.397175488,282.5833237,0.1101443,4.9787118,1.015943607,-0.236127619,1.505785758,0,0,0,6.030116149,-39.04326553,-40.21313251
0,109,2.479465861,1.272209317,2.78569545,1.411159954,-35.49128289,0.066028395,2.262374825,0,2.336554896,-0.190657827,0,0,0,-20.01445756,-75.73290481,-3.33519586
0,110,0.462749553,1.163021926,-0.495732219,0.453429834,-53.09804257,0.043994721,1.418666768,0.414537004,1.603699891,1.61634389,0,0,0,77.87378801,204.3917499,76.18634961
0,111,-2.014617661,0.61355589,-0.239565212,-0.472367435,33.73273029,0.635757923,-3.887928027,0.234143761,0,-1.645708153,0,0,0,-179.0271572,-121.5435048,-78.23842591
0,112,0.413689947,-0.968530573,0.294768084,0.264800609,-49.94940578,0.196485163,3.816758712,0.233596808,-0.913248356,2.135622678,-3.553436039,-3.461594677,21.35741003,146.8465678,39.10657599,51.40505901
0,113,-2.913104612,-0.789181097,-2.514801428,-2.893753701,131.7049949,0.08720297,-1.955490061,1.539015736,-0.92166551,-1.331230772,0,0,0,55.2370056,28.67947122,-20.89771196
0,114,-0.077309629,-2.116178483,-0.586511945,-0.545916739,-56.24499892,0.261153576,-0.670165678,0.539157527,0,1.07216327,0,0,0,-39.89784502,57.68963044,47.84884163
0,115,-0.854374129,-1.10434136,-1.81910234,-0.765384955,-44.77368285,-0.152256691,0.684684735,-1.776679269,-0.185356865,-0.781253974,0,0,0,50.30894055,-49.12377271,-52.91178824
0,116,1.893044748,0.718240494,1.267298067,1.660680931,-20.00951559,-0.172111457,4.193635597,0.586671988,-0.046392949,2.792877553,0,0,0,-43.98965673,-105.339837,10.93478465
0,117,0.990107098,0.88581361,1.702651802,0.733594023,78.96074467,-1.208732401,0.983591777,1.873243914,-0.698489452,1.708485752,12.51071456,-2.24554538,-1.941808586,-43.6904567,79.31927894,8.763209903
0,118,1.839736514,2.030622957,0.933539267,2.225484145,21.39056103,0.37449102,3.268309069,-0.120232464,0.233372335,1.666131485,0,0,0,48.27325345,-111.9040462,-33.02984048
0,119,2.334879486,1.417669705,2.550362978,1.34531177,45.45130375,-0.750389749,2.568465196,0.506667751,0.696866932,0.408831314,0,0,0,-14.93475403,133.6704898,28.00234788
0,120,0.832433327,1.580334249,0.95556483,1.437282896,-17.14821362,0.816331064,2.453401585,0.490879924,0.231213976,0.6371607,0,0,0,18.44842343,-41.51317744,-11.04269338
0,121,-0.018022889,1.483921547,0.768615814,1.164072803,34.29447511,0.17563122,1.348561618,0.817191842,0.23068061,0.350735554,0,0,0,-43.39460958,-128.6713327,-25.59110436
0,122,0.754178471,0.394407109,0.266737955,-0.453104536,-25.59333741,-0.704383278,-0.35114157,-1.988664238,4.19641991,-0.364249981,-9.787541597,-1.102373368,11.12256351,20.42871719,218.7149561,80.21942876
0,123,0.250134131,-0.250806294,0.460667009,1.012117803,-96.80902272,0.440820639,3.92931883,0.107066391,1.66524444,0.12156414,0,0,0,37.72405843,-71.25123355,-50.21379667
0,124,1.311842958,0.089645905,0.809863581,0.017980761,75.84765282,-0.772716065,3.652724353,0.493696379,4.835547605,13.93862497,0,0,0,-14.74822316,62.97806137,22.1855065
0,125,2.229280755,2.285510059,3.395999874,2.485923468,-31.84537311,0.530505223,4.229755609,0.940591157,1.234583582,4.241771458,0,0,0,-51.75162219,-48.38480767,-12.12944098
0,126,-0.518046401,2.285813808,-0.390592328,0.942579853,-96.64405156,0.242210842,-0.71700957,0.434182644,1.098241667,-0.439908216,0,0,0,56.34139691,-27.0592415,-35.65529573
0,127,0.896248674,-0.669932936,-0.136216605,0.709775333,-62.41543091,0.416987326,4.700030586,1.291350365,2.910311041,0,7.793838233,0,-1.76995771,-56.77012644,49.7059341,44.58612725
0,128,-6.815980354,0.926409096,-0.187601317,-9.568975848,157.1389845,-0.659198168,-10.96367319,-3.467945914,-2.748629518,-2.125065687,0,0,0,6.345652051,-8.174756956,-13.00649213
0,129,-2.624138663,-8.23649603,-5.635541056,0.416746199,-27.57498519,0.85611323,-5.297054409,-1.486915743,0.684244972,-0.532593594,0,0,0,19.99471261,-19.81620161,-20.59657653
0,130,-0.491494373,-1.532167491,-3.248886276,-3.032279912,23.90743734,-1.719619094,3.619182951,0.935282995,0.67959486,-1.827604758,0,0,0,37.06936245,52.08793522,36.7261113
0,131,3.537226549,0.825056246,2.323541743,3.785579142,3.111990871,1.325400449,9.148502338,1.91092873,1.030528343,0.035463089,0,0,0,-56.59418942,-189.3023781,-59.55162977
0,132,-4.776636065,1.243404718,-1.173464144,-2.565461363,-55.06035952,0.808659199,-6.056213765,-0.517551417,-0.118366556,1.536416782,0.299465464,8.350828342,1.76995771,67.34609706,141.4177981,35.39255795
0,133,2.163682813,-3.892566262,-0.963684256,-0.482393603,0.96154587,-0.087108019,2.747233649,1.754083879,3.453301432,-0.888479074,0,0,0,-100.9730498,-90.23350662,-26.04558853
0,134,0.971607045,1.257638527,3.979353287,0.674701355,15.48339733,-0.021788866,-2.088485237,-2.287703075,0.494579665,-0.105739304,0,0,0,52.84970402,132.6320097,53.12308902
0,135,-0.765286049,-0.018937601,-3.607605647,0.479157601,6.351340572,-0.985445399,-2.565156679,-1.740582296,0.189573516,-0.648625424,0,0,0,33.18887439,5.600945219,21.95459049
0,136,-0.168776411,1.485129279,0.148312967,0.837780985,14.64286337,-0.374821297,2.787678291,0.163198731,0.453515517,0.883450001,0,0,0,-61.21862683,-125.7161367,-75.8195777
0,137,-0.886045951,-1.107056995,0.683100598,-0.64675896,25.13144283,-2.324126957,3.336326925,-6.992510951,0.376364765,1.455290833,-30.70917825,-8.271683106,-11.12256351,60.87677306,61.71546973,6.974891736
0,138,-2.337271146,-0.529702336,-2.874404685,-2.963323249,-37.8694867,0.541151264,-0.829408834,1.058210933,-0.754151387,-1.596119398,0,0,0,-20.31139644,9.132778523,74.57737998
0,139,1.767577239,-1.721871506,-0.303432814,0.841739334,77.11558907,1.716684673,2.28961674,4.06893253,0.377786622,-0.270477027,0,0,0,-37.02894514,3.876477414,-28.8970073
0,140,-2.604565094,0.423647851,-0.133041928,-1.650980896,-31.30147968,0.529101763,0,2.136774901,-0.529301803,-0.626072567,0,0,0,73.31944906,23.74564402,-27.89402931
0,141,0.195274423,-3.202147857,-2.445015435,-0.178518346,26.29148747,1.180341572,-1.392342277,0.419231123,0.30280114,-0.320456034,0,0,0,-3.664721967,-34.48980425,-25.47565984
0,142,4.407848896,1.379332213,4.571353896,1.164525151,-133.0972495,-0.195758627,5.01676045,0.538359308,-0.151285959,-2.381924231,11.50693298,32.13264708,-21.8253566,-44.16955133,-9.958936026,21.23094518
0,143,-0.542818366,5.519954935,0.649533693,4.301738508,50.66502524,-0.502020044,2.96663349,-0.026849242,0.377786622,0.340301738,0,0,0,37.69411778,23.91679141,7.406505891
